company,country,launch_site,launch_date,launch_year,launch_month,rocket_status,rocket_cost,mission_status,success_flag,mission_detail
RVSN USSR,USSR,Site 86/1,1969-03-05 13:04:00+00:00,1969.0,3.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 268
US Air Force,USA,SLC-4W,1969-03-04 19:30:00+00:00,1969.0,3.0,Retired,59.0,Success,1,Titan IIIB | OPS 4248
NASA,USA,LC-39A,1969-03-03 16:00:00+00:00,1969.0,3.0,Retired,62.0,Success,1,Saturn V | Apollo 9
RVSN USSR,USSR,Site 31/6,1969-02-26 08:30:00+00:00,1969.0,2.0,Retired,62.0,Success,1,Voskhod | Cosmos 267
RVSN USSR,USSR,Site 41/1,1969-02-25 10:20:00+00:00,1969.0,2.0,Retired,62.0,Success,1,Voskhod | Cosmos 266
General Dynamics,USA,SLC-36B,1969-02-25 01:29:00+00:00,1969.0,2.0,Retired,62.0,Success,1,Atlas-SLV3C Centaur-D | Mariner 6
RVSN USSR,USSR,Site 110/38,1969-02-21 09:18:00+00:00,1969.0,2.0,Retired,62.0,Failure,0,N1-L3 | 3L (Zond L1S-1)
RVSN USSR,USSR,Site 81/24,1969-02-19 06:48:00+00:00,1969.0,2.0,Retired,62.0,Failure,0,Proton K/Block D | Luna-15a
Martin Marietta,USA,SLC-41,1969-02-09 21:09:00+00:00,1969.0,2.0,Retired,62.0,Success,1,Titan IIIC | OPS-0757 (Tacsat)
RVSN USSR,USSR,Site 133/3,1969-02-07 13:59:00+00:00,1969.0,2.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 265
RVSN USSR,USSR,Site 41/1,1969-02-01 12:11:00+00:00,1969.0,2.0,Retired,62.0,Failure,0,Vostok-2M | Meteor n†­11
RVSN USSR,USSR,Site 90/19,1969-01-25 11:14:00+00:00,1969.0,1.0,Retired,62.0,Failure,0,Tsyklon-2A | US-A n†­5
RVSN USSR,USSR,Site 1/5,1969-01-23 09:15:00+00:00,1969.0,1.0,Retired,62.0,Success,1,Voskhod | Cosmos 264
US Air Force,USA,SLC-4W,1969-01-22 19:10:00+00:00,1969.0,1.0,Retired,59.0,Success,1,Titan IIIB | OPS 7585
RVSN USSR,USSR,Site 81/23,1969-01-20 04:14:00+00:00,1969.0,1.0,Retired,62.0,Failure,0,Proton K/Block D | Zond
RVSN USSR,USSR,Site 1/5,1969-01-15 07:04:00+00:00,1969.0,1.0,Retired,62.0,Success,1,Soyuz | Soyuz 5
RVSN USSR,USSR,Site 31/6,1969-01-14 07:30:00+00:00,1969.0,1.0,Retired,62.0,Success,1,Soyuz | Soyuz 4
RVSN USSR,USSR,Site 41/1,1969-01-12 12:10:00+00:00,1969.0,1.0,Retired,62.0,Success,1,Voskhod | Cosmos 263
RVSN USSR,USSR,Site 1/5,1969-01-10 05:51:00+00:00,1969.0,1.0,Retired,62.0,Success,1,Molniya-M /Block VL | Venera 6
RVSN USSR,USSR,Site 1/5,1969-01-05 06:28:00+00:00,1969.0,1.0,Retired,62.0,Success,1,Molniya-M /Block VL | Venera 5
RVSN USSR,USSR,Site 86/1,1968-12-26 09:45:00+00:00,1968.0,12.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 262
NASA,USA,LC-39A,1968-12-21 12:51:00+00:00,1968.0,12.0,Retired,62.0,Success,1,Saturn V | Apollo 8
RVSN USSR,USSR,Site 133/3,1968-12-19 23:55:00+00:00,1968.0,12.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 261
RVSN USSR,USSR,Site 1/5,1968-12-16 09:15:00+00:00,1968.0,12.0,Retired,62.0,Success,1,Molniya-M /Block L | Cosmos 260
RVSN USSR,USSR,Site 86/1,1968-12-14 05:09:00+00:00,1968.0,12.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 259
RVSN USSR,USSR,Site 31/6,1968-12-10 08:25:00+00:00,1968.0,12.0,Retired,62.0,Success,1,Voskhod | Cosmos 258
General Dynamics,USA,SLC-36B,1968-12-07 08:40:00+00:00,1968.0,12.0,Retired,62.0,Success,1,Atlas-SLV3C Centaur-D | OAO-2
US Air Force,USA,SLC-4W,1968-12-04 19:23:00+00:00,1968.0,12.0,Retired,59.0,Success,1,Titan IIIB | OPS 6518
RVSN USSR,USSR,Site 133/3,1968-12-03 14:52:00+00:00,1968.0,12.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 257
RVSN USSR,USSR,Site 132/2,1968-11-30 12:00:00+00:00,1968.0,11.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 256
RVSN USSR,USSR,Site 41/1,1968-11-29 12:40:00+00:00,1968.0,11.0,Retired,62.0,Success,1,Voskhod | Cosmos 255
CECLES,France,LA-5B,1968-11-29 09:47:00+00:00,1968.0,11.0,Retired,62.0,Success,1,Europa 1 | STV-1
RVSN USSR,USSR,Site 41/1,1968-11-21 12:10:00+00:00,1968.0,11.0,Retired,62.0,Success,1,Voskhod | Cosmos 254
RVSN USSR,USSR,Site 81/24,1968-11-16 11:40:00+00:00,1968.0,11.0,Retired,62.0,Success,1,Proton K | Proton-4
RVSN USSR,USSR,Site 41/1,1968-11-13 12:00:00+00:00,1968.0,11.0,Retired,62.0,Success,1,Voskhod | Cosmos 253
RVSN USSR,USSR,Site 81/23,1968-11-10 19:11:00+00:00,1968.0,11.0,Retired,62.0,Success,1,Proton K/Block D | Zond-6
US Air Force,USA,SLC-4W,1968-11-06 19:10:00+00:00,1968.0,11.0,Retired,59.0,Success,1,Titan IIIB | OPS 5296
RVSN USSR,USSR,Site 90/20,1968-11-01 00:27:00+00:00,1968.0,11.0,Retired,62.0,Success,1,Tsyklon-2A | Cosmos 252
RVSN USSR,USSR,Site 1/5,1968-10-31 09:14:00+00:00,1968.0,10.0,Retired,62.0,Success,1,Voskhod | Cosmos 251
RVSN USSR,USSR,Site 132/2,1968-10-30 22:00:00+00:00,1968.0,10.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 250
RVSN USSR,USSR,Site 31/6,1968-10-26 08:34:00+00:00,1968.0,10.0,Retired,62.0,Success,1,Soyuz | Soyuz 3
RVSN USSR,USSR,Site 1/5,1968-10-25 09:00:00+00:00,1968.0,10.0,Retired,62.0,Success,1,Soyuz | Soyuz 2
RVSN USSR,USSR,Site 90/20,1968-10-20 04:02:00+00:00,1968.0,10.0,Retired,62.0,Success,1,Tsyklon-2A | Cosmos 249
RVSN USSR,USSR,Site 90/19,1968-10-19 04:20:00+00:00,1968.0,10.0,Retired,62.0,Success,1,Tsyklon-2A | Cosmos 248
NASA,USA,LC-34,1968-10-11 15:02:00+00:00,1968.0,10.0,Retired,62.0,Success,1,Saturn IB | Apollo 7
RVSN USSR,USSR,Site 41/1,1968-10-11 12:05:00+00:00,1968.0,10.0,Retired,62.0,Success,1,Voskhod | Cosmos 247
RVSN USSR,USSR,Site 41/1,1968-10-07 12:05:00+00:00,1968.0,10.0,Retired,62.0,Partial Failure,0,Voskhod | Cosmos 246
RVSN USSR,USSR,Site 1/5,1968-10-05 00:32:00+00:00,1968.0,10.0,Retired,62.0,Success,1,Molniya-M /Block L | Molniya-1 n†­14
RVSN USSR,USSR,Site 133/3,1968-10-03 12:59:00+00:00,1968.0,10.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 245
RVSN USSR,USSR,Site 161/35,1968-10-02 13:35:00+00:00,1968.0,10.0,Retired,62.0,Success,1,Tsyklon | Cosmos 244
Martin Marietta,USA,SLC-41,1968-09-26 07:37:00+00:00,1968.0,9.0,Retired,62.0,Success,1,"Titan IIIC | LES-6, OV2-5, OV5-2, OV5-4"
RVSN USSR,USSR,Site 1/5,1968-09-23 07:39:00+00:00,1968.0,9.0,Retired,62.0,Success,1,Voskhod | Cosmos 243
RVSN USSR,USSR,Site 133/3,1968-09-20 14:39:00+00:00,1968.0,9.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 242
RVSN USSR,USSR,Site 41/1,1968-09-16 12:30:00+00:00,1968.0,9.0,Retired,62.0,Success,1,Voskhod | Cosmos 241
RVSN USSR,USSR,Site 81/23,1968-09-14 21:42:00+00:00,1968.0,9.0,Retired,62.0,Success,1,Proton K/Block D | Zond-5
RVSN USSR,USSR,Site 31/6,1968-09-14 16:50:00+00:00,1968.0,9.0,Retired,62.0,Success,1,Voskhod | Cosmos 240
RVSN USSR,USSR,Site 31/6,1968-09-05 07:00:00+00:00,1968.0,9.0,Retired,62.0,Success,1,Voskhod | Cosmos 239
RVSN USSR,USSR,Site 31/6,1968-08-28 10:04:00+00:00,1968.0,8.0,Retired,62.0,Success,1,Soyuz | Cosmos 238
RVSN USSR,USSR,Site 41/1,1968-08-27 12:59:00+00:00,1968.0,8.0,Retired,62.0,Success,1,Voskhod | Cosmos 237
RVSN USSR,USSR,Site 41/15,1968-08-27 11:29:00+00:00,1968.0,8.0,Retired,62.0,Success,1,Cosmos-3 (11K65) | Cosmos 236
General Dynamics,USA,SLC-3E,1968-08-16 20:57:00+00:00,1968.0,8.0,Retired,62.0,Failure,0,Atlas-SLV3 Burner-2 | STP P68-1
General Dynamics,USA,SLC-36A,1968-08-10 22:33:00+00:00,1968.0,8.0,Retired,62.0,Partial Failure,0,Atlas-SLV3C Centaur-D | ATS-4
RVSN USSR,USSR,Site 31/6,1968-08-09 07:00:00+00:00,1968.0,8.0,Retired,62.0,Success,1,Voskhod | Cosmos 235
US Air Force,USA,SLC-4W,1968-08-06 18:30:00+00:00,1968.0,8.0,Retired,59.0,Success,1,Titan IIIB | OPS 5247
US Air Force,USA,SLC-4W,1968-08-06 16:33:00+00:00,1968.0,8.0,Retired,59.0,Success,1,Titan IIIB | OPS 5187
General Dynamics,USA,LC-13,1968-08-06 11:08:00+00:00,1968.0,8.0,Retired,62.0,Success,1,Atlas-SLV3A Agena-D | Canyon 1 (AFP-827)
RVSN USSR,USSR,Site 31/6,1968-07-30 07:00:00+00:00,1968.0,7.0,Retired,62.0,Success,1,Voskhod | Cosmos 234
RVSN USSR,USSR,Site 133/3,1968-07-18 19:59:00+00:00,1968.0,7.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 233
RVSN USSR,USSR,Site 41/1,1968-07-16 13:10:00+00:00,1968.0,7.0,Retired,62.0,Success,1,Voskhod | Cosmos 232
General Dynamics,USA,LC-576A2,1968-07-11 19:30:00+00:00,1968.0,7.0,Retired,62.0,Success,1,Atlas-E/F OV1 | OV1-15/OV1-16
RVSN USSR,USSR,Site 31/6,1968-07-10 19:49:00+00:00,1968.0,7.0,Retired,62.0,Success,1,Voskhod | Cosmos 231
RVSN USSR,USSR,Site 1/5,1968-07-05 15:25:00+00:00,1968.0,7.0,Retired,62.0,Success,1,Molniya-M /Block L | Molniya-1 n†­13
RVSN USSR,USSR,Site 86/1,1968-07-05 06:59:00+00:00,1968.0,7.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 230
RVSN USSR,USSR,Site 41/1,1968-06-26 11:00:00+00:00,1968.0,6.0,Retired,62.0,Success,1,Voskhod | Cosmos 229
RVSN USSR,USSR,Site 1/5,1968-06-21 12:00:00+00:00,1968.0,6.0,Retired,62.0,Success,1,Voskhod | Cosmos 228
RVSN USSR,USSR,Site 31/6,1968-06-18 16:15:00+00:00,1968.0,6.0,Retired,62.0,Success,1,Voskhod | Cosmos 227
Martin Marietta,USA,SLC-41,1968-06-13 14:03:00+00:00,1968.0,6.0,Retired,62.0,Success,1,Titan IIIC | OPS 9341-9348
RVSN USSR,USSR,Site 41/1,1968-06-12 13:14:00+00:00,1968.0,6.0,Retired,62.0,Success,1,Vostok-2M | Cosmos 226
RVSN USSR,USSR,Site 86/1,1968-06-11 21:29:00+00:00,1968.0,6.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 225
US Air Force,USA,SLC-4W,1968-06-05 17:31:00+00:00,1968.0,6.0,Retired,59.0,Success,1,Titan IIIB | OPS 5138
RVSN USSR,USSR,Site 132/2,1968-06-04 18:45:00+00:00,1968.0,6.0,Retired,62.0,Failure,0,Cosmos-3M (11K65M) | Sfera #2
RVSN USSR,USSR,Site 31/6,1968-06-04 06:45:00+00:00,1968.0,6.0,Retired,62.0,Success,1,Voskhod | Cosmos 224
RVSN USSR,USSR,Site 41/1,1968-06-01 10:50:00+00:00,1968.0,6.0,Retired,62.0,Success,1,Voskhod | Cosmos 223
RVSN USSR,USSR,Site 133/3,1968-05-30 20:29:00+00:00,1968.0,5.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 222
RVSN USSR,USSR,Site 86/1,1968-05-24 07:04:00+00:00,1968.0,5.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 221
RVSN USSR,USSR,Site 132/2,1968-05-07 13:57:00+00:00,1968.0,5.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 220
RVSN USSR,USSR,Site 86/1,1968-04-26 04:42:00+00:00,1968.0,4.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 219
RVSN USSR,USSR,Site 162,1968-04-25 00:45:00+00:00,1968.0,4.0,Retired,62.0,Success,1,Tsyklon | Cosmos 218
RVSN USSR,USSR,Site 90/19,1968-04-24 16:00:00+00:00,1968.0,4.0,Retired,62.0,Partial Failure,0,Tsyklon-2A | Cosmos 217
RVSN USSR,USSR,Site 81/24,1968-04-22 23:01:00+00:00,1968.0,4.0,Retired,62.0,Failure,0,Proton K/Block D | Zond
RVSN USSR,USSR,Site 1/5,1968-04-21 04:20:00+00:00,1968.0,4.0,Retired,62.0,Success,1,Molniya-M /Block L | Molniya-1 n†­10
RVSN USSR,USSR,Site 31/6,1968-04-20 10:30:00+00:00,1968.0,4.0,Retired,62.0,Success,1,Voskhod | Cosmos 216
RVSN USSR,USSR,Site 86/1,1968-04-18 22:29:00+00:00,1968.0,4.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 215
RVSN USSR,USSR,Site 41/1,1968-04-18 10:30:00+00:00,1968.0,4.0,Retired,62.0,Success,1,Voskhod | Cosmos 214
US Air Force,USA,SLC-4W,1968-04-17 17:00:00+00:00,1968.0,4.0,Retired,59.0,Success,1,Titan IIIB | OPS 5105
RVSN USSR,USSR,Site 1/5,1968-04-15 09:34:00+00:00,1968.0,4.0,Retired,62.0,Success,1,Soyuz | Cosmos 213
RVSN USSR,USSR,Site 31/6,1968-04-14 10:00:00+00:00,1968.0,4.0,Retired,62.0,Success,1,Soyuz | Cosmos 212
RVSN USSR,USSR,Site 133/3,1968-04-09 11:26:00+00:00,1968.0,4.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 211
RVSN USSR,USSR,Site 1/5,1968-04-07 10:09:00+00:00,1968.0,4.0,Retired,62.0,Success,1,Molniya-M /Block L | Luna 14
General Dynamics,USA,LC-576A2,1968-04-06 09:59:00+00:00,1968.0,4.0,Retired,62.0,Success,1,Atlas-E/F OV1 | OV1-13/OV1-14
NASA,USA,LC-39A,1968-04-04 12:00:00+00:00,1968.0,4.0,Retired,62.0,Partial Failure,0,Saturn V | Apollo 6
RVSN USSR,USSR,Site 41/1,1968-04-03 11:00:00+00:00,1968.0,4.0,Retired,62.0,Success,1,Voskhod | Cosmos 210
RVSN USSR,USSR,Site 90/19,1968-03-22 09:30:00+00:00,1968.0,3.0,Retired,62.0,Success,1,Tsyklon-2A | Cosmos 209
RVSN USSR,USSR,Site 1/5,1968-03-21 09:50:00+00:00,1968.0,3.0,Retired,62.0,Success,1,Voskhod | Cosmos 208
RVSN USSR,USSR,Site 41/1,1968-03-16 12:30:00+00:00,1968.0,3.0,Retired,62.0,Success,1,Voskhod | Cosmos 207
RVSN USSR,USSR,Site 41/1,1968-03-14 09:34:00+00:00,1968.0,3.0,Retired,62.0,Success,1,Vostok-2M | Cosmos 206
US Air Force,USA,SLC-4W,1968-03-13 19:55:00+00:00,1968.0,3.0,Retired,59.0,Success,1,Titan IIIB | OPS 5057
RVSN USSR,USSR,Site 41/1,1968-03-05 12:30:00+00:00,1968.0,3.0,Retired,62.0,Success,1,Voskhod | Cosmos 205
RVSN USSR,USSR,Site 133/3,1968-03-05 11:20:00+00:00,1968.0,3.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 204
General Dynamics,USA,LC-13,1968-03-04 13:06:00+00:00,1968.0,3.0,Retired,62.0,Success,1,Atlas-SLV3A Agena-D | OGO-5
RVSN USSR,USSR,Site 81/23,1968-03-02 18:29:00+00:00,1968.0,3.0,Retired,62.0,Partial Failure,0,Proton K/Block D | Zond-4
RVSN USSR,USSR,Site 132/2,1968-02-20 16:00:00+00:00,1968.0,2.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 203
RVSN USSR,USSR,Site 86/1,1968-02-20 10:03:00+00:00,1968.0,2.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 202
RVSN USSR,USSR,Site 1/5,1968-02-07 10:43:00+00:00,1968.0,2.0,Retired,62.0,Failure,0,Molniya-M /Block L | E-6LS n†­112
RVSN USSR,USSR,Site 31/6,1968-02-06 08:00:00+00:00,1968.0,2.0,Retired,62.0,Success,1,Voskhod | Cosmos 201
NASA,USA,SLC-37B,1968-01-22 22:48:00+00:00,1968.0,1.0,Retired,62.0,Success,1,Saturn IB | Apollo 5
RVSN USSR,USSR,Site 132/2,1968-01-19 22:00:00+00:00,1968.0,1.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 200
US Air Force,USA,SLC-4W,1968-01-18 19:04:00+00:00,1968.0,1.0,Retired,59.0,Success,1,Titan IIIB | OPS 5028
RVSN USSR,USSR,Site 41/1,1968-01-16 12:00:00+00:00,1968.0,1.0,Retired,62.0,Success,1,Voskhod | Cosmos 199
General Dynamics,USA,SLC-36A,1968-01-07 06:30:00+00:00,1968.0,1.0,Retired,62.0,Success,1,Atlas-SLV3C Centaur-D | Surveyor 7
RVSN USSR,USSR,Site 90/19,1967-12-27 11:28:00+00:00,1967.0,12.0,Retired,62.0,Success,1,Tsyklon-2A | Cosmos 198
RVSN USSR,USSR,Site 86/1,1967-12-26 09:01:00+00:00,1967.0,12.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 197
RVSN USSR,USSR,Site 86/1,1967-12-19 06:30:00+00:00,1967.0,12.0,Retired,62.0,Success,1,Cosmos-2I (63S1) | Cosmos 196
RVSN USSR,USSR,Site 41/1,1967-12-16 12:00:00+00:00,1967.0,12.0,Retired,62.0,Success,1,Voskhod | Cosmos 195
US Air Force,USA,SLC-4W,1967-12-05 18:45:00+00:00,1967.0,12.0,Retired,59.0,Success,1,Titan IIIB | OPS 5000
RVSN USSR,USSR,Site 41/1,1967-12-03 12:00:00+00:00,1967.0,12.0,Retired,62.0,Success,1,Voskhod | Cosmos 194
RVSN USSR,USSR,Site 41/1,1967-11-25 11:30:00+00:00,1967.0,11.0,Retired,62.0,Success,1,Voskhod | Cosmos 193
RVSN USSR,USSR,Site 132/2,1967-11-23 15:00:00+00:00,1967.0,11.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 192
RVSN USSR,USSR,Site 81/24,1967-11-22 19:07:00+00:00,1967.0,11.0,Retired,62.0,Failure,0,Proton K/Block D | Zond
RVSN USSR,USSR,Site 133/3,1967-11-21 14:29:00+00:00,1967.0,11.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 191
NASA,USA,LC-39A,1967-11-09 12:00:00+00:00,1967.0,11.0,Retired,62.0,Success,1,Saturn V | Apollo 4
General Dynamics,USA,SLC-36B,1967-11-07 07:39:00+00:00,1967.0,11.0,Retired,62.0,Success,1,Atlas-SLV3C Centaur-D | Surveyor 6
General Dynamics,USA,LC-12,1967-11-05 23:37:00+00:00,1967.0,11.0,Retired,62.0,Success,1,Atlas-SLV3 Agena-D | ATS-3
RVSN USSR,USSR,Site 41/1,1967-11-03 11:20:00+00:00,1967.0,11.0,Retired,62.0,Success,1,Voskhod | Cosmos 190
RVSN USSR,USSR,Site 132/2,1967-10-30 18:00:00+00:00,1967.0,10.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 189
RVSN USSR,USSR,Site 1/5,1967-10-30 08:12:00+00:00,1967.0,10.0,Retired,62.0,Success,1,Soyuz | Cosmos 188
RVSN USSR,USSR,Site 162,1967-10-28 13:15:00+00:00,1967.0,10.0,Retired,62.0,Success,1,Tsyklon | Cosmos 187
RVSN USSR,USSR,Site 31/6,1967-10-27 09:29:00+00:00,1967.0,10.0,Retired,62.0,Success,1,Soyuz | Cosmos 186
RVSN USSR,USSR,Site 90/19,1967-10-27 02:21:00+00:00,1967.0,10.0,Retired,62.0,Success,1,Tsyklon-2A | Cosmos 185
US Air Force,USA,SLC-4W,1967-10-25 19:15:00+00:00,1967.0,10.0,Retired,59.0,Success,1,Titan IIIB | OPS 4995
RVSN USSR,USSR,Site 41/1,1967-10-24 22:49:00+00:00,1967.0,10.0,Retired,62.0,Success,1,Vostok-2M | Cosmos 184
RVSN USSR,USSR,Site 1/5,1967-10-22 08:40:00+00:00,1967.0,10.0,Retired,62.0,Success,1,Molniya | Molniya-1 n†­12
RVSN USSR,USSR,Site 161/35,1967-10-18 13:30:00+00:00,1967.0,10.0,Retired,62.0,Success,1,Tsyklon | Cosmos 183
RVSN USSR,USSR,Site 31/6,1967-10-16 08:00:00+00:00,1967.0,10.0,Retired,62.0,Success,1,Voskhod | Cosmos 182
OKB-586,USSR,Site 41/15,1967-10-12 14:15:00+00:00,1967.0,10.0,Retired,62.0,Success,1,Cosmos-3 (11K65) | VKZ
RVSN USSR,USSR,Site 41/1,1967-10-11 11:30:00+00:00,1967.0,10.0,Retired,62.0,Success,1,Voskhod | Cosmos 181
RVSN USSR,USSR,Site 1/5,1967-10-03 05:00:00+00:00,1967.0,10.0,Retired,62.0,Success,1,Molniya | Molniya-1 n†­9
RVSN USSR,USSR,Site 81/23,1967-09-27 21:11:00+00:00,1967.0,9.0,Retired,62.0,Failure,0,Proton K/Block D | Zond
RVSN USSR,USSR,Site 132/2,1967-09-27 11:00:00+00:00,1967.0,9.0,Retired,62.0,Failure,0,Cosmos-3M (11K65M) | Zaliv #2
RVSN USSR,USSR,Site 41/1,1967-09-26 10:20:00+00:00,1967.0,9.0,Retired,62.0,Success,1,Voskhod | Cosmos 180
RVSN USSR,USSR,Site 162,1967-09-22 14:05:00+00:00,1967.0,9.0,Retired,62.0,Success,1,Tsyklon | Cosmos 179
US Air Force,USA,SLC-4W,1967-09-19 18:28:00+00:00,1967.0,9.0,Retired,59.0,Success,1,Titan IIIB | OPS 4941
RVSN USSR,USSR,Site 161/35,1967-09-19 14:45:00+00:00,1967.0,9.0,Retired,62.0,Success,1,Tsyklon | Cosmos 178
RVSN USSR,USSR,Site 1/5,1967-09-16 06:06:00+00:00,1967.0,9.0,Retired,62.0,Success,1,Voskhod | Cosmos 177
RVSN USSR,USSR,Site 133/3,1967-09-12 17:00:00+00:00,1967.0,9.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 176
RVSN USSR,USSR,Site 41/1,1967-09-11 10:30:00+00:00,1967.0,9.0,Retired,62.0,Success,1,Voskhod | Cosmos 175
General Dynamics,USA,SLC-36B,1967-09-08 07:57:00+00:00,1967.0,9.0,Retired,62.0,Success,1,Atlas-SLV3C Centaur-D | Surveyor 5
RVSN USSR,USSR,Site 41/1,1967-09-01 10:30:00+00:00,1967.0,9.0,Retired,62.0,Failure,0,Voskhod | Zenit-2 n†­51
RVSN USSR,USSR,Site 1/5,1967-08-31 08:00:00+00:00,1967.0,8.0,Retired,62.0,Success,1,Molniya | Cosmos 174
RVSN USSR,USSR,Site 133/3,1967-08-24 04:59:00+00:00,1967.0,8.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 173
US Air Force,USA,SLC-4W,1967-08-16 17:02:00+00:00,1967.0,8.0,Retired,59.0,Success,1,Titan IIIB | OPS 4866
RVSN USSR,USSR,Site 1/5,1967-08-09 05:45:00+00:00,1967.0,8.0,Retired,62.0,Success,1,Voskhod | Cosmos 172
RVSN USSR,USSR,Site 162,1967-08-08 16:05:00+00:00,1967.0,8.0,Retired,62.0,Success,1,Tsyklon | Cosmos 171
General Dynamics,USA,LC-13,1967-08-01 22:33:00+00:00,1967.0,8.0,Retired,62.0,Success,1,Atlas-SLV3 Agena-D | Lunar Orbiter 5
RVSN USSR,USSR,Site 161/35,1967-07-31 16:45:00+00:00,1967.0,7.0,Retired,62.0,Success,1,Tsyklon | Cosmos 170
General Dynamics,USA,LC-576B3,1967-07-27 19:00:00+00:00,1967.0,7.0,Retired,62.0,Partial Failure,0,Atlas-D OV1 | OV1-11/OV1-12/OV1-86
RVSN USSR,USSR,Site 31/6,1967-07-21 06:00:00+00:00,1967.0,7.0,Retired,62.0,Failure,0,Voskhod | Zenit-4 n†­32
RVSN USSR,USSR,Site 162,1967-07-17 16:45:00+00:00,1967.0,7.0,Retired,62.0,Success,1,Tsyklon | Cosmos 169
General Dynamics,USA,SLC-36A,1967-07-14 11:53:00+00:00,1967.0,7.0,Retired,62.0,Success,1,Atlas-LV3C Centaur-D | Surveyor 4
RVSN USSR,USSR,Site 31/6,1967-07-04 05:59:00+00:00,1967.0,7.0,Retired,62.0,Success,1,Voskhod | Cosmos 168
Martin Marietta,USA,SLC-41,1967-07-01 13:15:00+00:00,1967.0,7.0,Retired,62.0,Success,1,"Titan IIIC | OPS 9331-9334, LES-5 & DODGE"
US Air Force,USA,SLC-4W,1967-06-20 16:19:00+00:00,1967.0,6.0,Retired,59.0,Partial Failure,0,Titan IIIB | OPS 4282
RVSN USSR,USSR,Site 41/1,1967-06-20 11:00:00+00:00,1967.0,6.0,Retired,62.0,Failure,0,Voskhod | Zenit-4 n†­31
RVSN USSR,USSR,Site 1/5,1967-06-17 02:36:00+00:00,1967.0,6.0,Retired,62.0,Partial Failure,0,Molniya-M /Block VL | Cosmos 167
RVSN USSR,USSR,Site 86/1,1967-06-16 04:43:00+00:00,1967.0,6.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 166
General Dynamics,USA,LC-12,1967-06-14 06:01:00+00:00,1967.0,6.0,Retired,62.0,Success,1,Atlas-SLV3 Agena-D | Mariner 5
RVSN USSR,USSR,Site 133/3,1967-06-12 18:06:00+00:00,1967.0,6.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 165
RVSN USSR,USSR,Site 1/5,1967-06-12 02:39:00+00:00,1967.0,6.0,Retired,62.0,Success,1,Molniya-M /Block VL | Venera 4
RVSN USSR,USSR,Site 41/1,1967-06-08 13:00:00+00:00,1967.0,6.0,Retired,62.0,Success,1,Voskhod | Cosmos 164
RVSN USSR,USSR,Site 86/1,1967-06-05 05:03:00+00:00,1967.0,6.0,Retired,62.0,Success,1,Cosmos-2I (63SM) | Cosmos 163
General Dynamics,USA,SLC-4E,1967-06-04 18:07:00+00:00,1967.0,6.0,Retired,62.0,Success,1,Atlas-SLV3 Agena-D | KH-7 Gambit 4038
RVSN USSR,USSR,Site 1/5,1967-06-01 10:40:00+00:00,1967.0,6.0,Retired,62.0,Success,1,Voskhod | Cosmos 162
RVSN USSR,USSR,Site 1/5,1967-05-24 22:50:00+00:00,1967.0,5.0,Retired,62.0,Success,1,Molniya | Molniya-1 n†­8
General Dynamics,USA,SLC-4E,1967-05-22 18:30:00+00:00,1967.0,5.0,Retired,62.0,Success,1,Atlas-SLV3 Agena-D | KH-7 Gambit 4037
RVSN USSR,USSR,Site 41/1,1967-05-22 14:00:00+00:00,1967.0,5.0,Retired,62.0,Success,1,Voskhod | Cosmos 161
